trail_id,user_id,split,sequence_length,category_sequence,raw_category_sequence,venue_id_sequence,target_next_category,history_categories
2013_1047544,43986,train,2,penginapan > penginapan,Hotel > Hotel Bar,14736 > 19573,penginapan,penginapan
2013_1048594,44042,train,2,belanja > penginapan,Shopping Mall > Hotel,1 > 3867,penginapan,belanja
2013_1048595,44042,train,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,1 > 188,kuliner,belanja
2013_1048604,44042,validation,2,kuliner > belanja,Café > Shopping Mall,98 > 3202,belanja,kuliner
2013_1048607,44042,test,3,kuliner > belanja > kuliner,Chinese Restaurant > Clothing Store > Ice Cream Shop,4067 > 20561 > 22263,kuliner,kuliner > belanja
2013_1048609,44042,train,2,kuliner > belanja,Steakhouse > Shopping Mall,23719 > 3202,belanja,kuliner
2013_1048612,44042,train,2,kuliner > kuliner,Tea Room > Café,26364 > 14290,kuliner,kuliner
2013_1048613,44042,train,3,belanja > kuliner > budaya_edukasi,Shopping Mall > Juice Bar > Movie Theater,28431 > 28434 > 28435,budaya_edukasi,belanja > kuliner
2013_1049,21,train,5,kuliner > kuliner > kuliner > kuliner > kuliner,Café > Café > Indonesian Restaurant > Asian Restaurant > Food Truck,7846 > 16204 > 13138 > 791 > 16493,kuliner,kuliner > kuliner > kuliner > kuliner
2013_1049022,44061,train,2,hiburan > kuliner,Multiplex > Fast Food Restaurant,18 > 9387,kuliner,hiburan
2013_1049023,44061,train,2,belanja > hiburan,Shopping Mall > General Entertainment,1 > 19006,hiburan,belanja
2013_1049025,44061,validation,2,belanja > belanja,Clothing Store > Shopping Mall,6042 > 13,belanja,belanja
2013_1049026,44061,train,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,13 > 3364,kuliner,belanja
2013_1049028,44061,test,4,belanja > kuliner > hiburan > kuliner,Shopping Mall > Japanese Restaurant > Multiplex > Donut Shop,1 > 550 > 297 > 76,kuliner,belanja > kuliner > hiburan
2013_1049030,44061,train,2,belanja > belanja,Clothing Store > Shopping Mall,6042 > 13,belanja,belanja
2013_1049039,44061,test,3,belanja > kuliner > kuliner,Shopping Mall > Tea Room > Asian Restaurant,1 > 26364 > 3920,kuliner,belanja > kuliner
2013_1049040,44061,test,4,belanja > kuliner > kuliner > belanja,Shopping Mall > Chinese Restaurant > Donut Shop > Shopping Mall,13 > 9333 > 163 > 1,belanja,belanja > kuliner > kuliner
2013_1050,21,train,61,hiburan > kuliner > belanja > kuliner > kuliner > belanja > kuliner > kuliner > kuliner > kuliner > hiburan > alam_santai > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > alam_santai > kuliner > hiburan > hiburan > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > belanja > kuliner > kuliner > kuliner > kuliner > alam_santai > alam_santai > kuliner > belanja > kuliner > kuliner > kuliner > belanja > hiburan > alam_santai > kuliner > alam_santai > kuliner > kuliner > kuliner > kuliner > budaya_edukasi > kuliner > kuliner > kuliner > hiburan,Bar > Café > Clothing Store > Asian Restaurant > Indonesian Restaurant > Clothing Store > Snack Place > Asian Restaurant > Indonesian Restaurant > Indonesian Restaurant > Multiplex > Scenic Lookout > Asian Restaurant > Snack Place > Asian Restaurant > Café > Diner > Ramen Restaurant > Restaurant > Coffee Shop > Café > Zoo > Fast Food Restaurant > Nightclub > Nightclub > Food Court > Ramen Restaurant > Seafood Restaurant > Indonesian Restaurant > Asian Restaurant > Restaurant > Indonesian Restaurant > Ramen Restaurant > Food Court > Restaurant > Department Store > Café > Burger Joint > Food Truck > Indonesian Restaurant > Scenic Lookout > Garden > Food Court > Market > Food Truck > Chinese Restaurant > Pizza Place > Clothing Store > Karaoke Bar > Park > Indonesian Restaurant > Scenic Lookout > Indonesian Restaurant > Food Truck > Ramen Restaurant > Burger Joint > Movie Theater > Asian Restaurant > Food Court > Asian Restaurant > Bar,12285 > 934 > 1157 > 791 > 13138 > 1157 > 13436 > 8079 > 13138 > 652 > 3097 > 4029 > 3671 > 13436 > 4307 > 15648 > 9250 > 10897 > 542 > 120 > 4864 > 380 > 9387 > 5 > 3544 > 949 > 14601 > 8674 > 13695 > 791 > 887 > 13695 > 14601 > 123 > 10065 > 516 > 4282 > 2199 > 4032 > 13138 > 4029 > 11391 > 949 > 146 > 4032 > 911 > 554 > 939 > 270 > 1181 > 13803 > 4029 > 13138 > 4032 > 14601 > 2199 > 3765 > 4307 > 949 > 4307 > 12285,hiburan,hiburan > kuliner > belanja > kuliner > kuliner > belanja > kuliner > kuliner > kuliner > kuliner > hiburan > alam_santai > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > alam_santai > kuliner > hiburan > hiburan > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > belanja > kuliner > kuliner > kuliner > kuliner > alam_santai > alam_santai > kuliner > belanja > kuliner > kuliner > kuliner > belanja > hiburan > alam_santai > kuliner > alam_santai > kuliner > kuliner > kuliner > kuliner > budaya_edukasi > kuliner > kuliner > kuliner
2013_1050739,44150,validation,2,kuliner > kuliner,Coffee Shop > Café,120 > 38,kuliner,kuliner
2013_1050741,44150,train,2,belanja > kuliner,Shopping Mall > Café,23 > 4839,kuliner,belanja
2013_1050742,44150,train,2,belanja > kuliner,Shopping Mall > Chinese Restaurant,13 > 11633,kuliner,belanja
2013_1050743,44150,test,3,belanja > kuliner > hiburan,Shopping Mall > Fried Chicken Joint > Multiplex,1 > 334 > 297,hiburan,belanja > kuliner
2013_1050745,44150,train,3,kuliner > belanja > kuliner,Coffee Shop > Shopping Mall > American Restaurant,13118 > 3 > 22269,kuliner,kuliner > belanja
2013_1050750,44150,train,5,belanja > kuliner > belanja > belanja > kuliner,Shopping Mall > Asian Restaurant > Bookstore > Shopping Mall > Seafood Restaurant,1 > 3920 > 83 > 3202 > 11095,kuliner,belanja > kuliner > belanja > belanja
2013_1050751,44150,train,2,kuliner > kuliner,Food Truck > Café,5066 > 38,kuliner,kuliner
2013_1050753,44150,train,3,kuliner > hiburan > kuliner,Coffee Shop > Multiplex > Coffee Shop,12584 > 3097 > 388,kuliner,kuliner > hiburan
2013_1050756,44150,validation,2,belanja > belanja,Shopping Mall > Shopping Mall,23 > 3202,belanja,belanja
2013_1051,21,train,12,kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner,Steakhouse > Diner > Japanese Restaurant > Food Court > Seafood Restaurant > Thai Restaurant > Sushi Restaurant > Steakhouse > Steakhouse > Food Truck > Café > Food Truck,3738 > 1768 > 186 > 898 > 11095 > 327 > 4409 > 12857 > 3738 > 3487 > 15654 > 2899,kuliner,kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner
2013_1051701,44193,train,2,kuliner > kuliner,Food Court > Food Court,15559 > 13446,kuliner,kuliner
2013_1051703,44193,test,5,religi > kuliner > kuliner > belanja > hiburan,Mosque > Indonesian Restaurant > Café > Shopping Mall > Multiplex,448 > 23203 > 574 > 1 > 297,hiburan,religi > kuliner > kuliner > belanja
2013_1051705,44193,train,4,alam_santai > belanja > hiburan > kuliner,Park > Shopping Mall > Multiplex > Food Court,1279 > 1 > 297 > 8705,kuliner,alam_santai > belanja > hiburan
2013_1051710,44193,train,3,kuliner > belanja > belanja,Food Truck > Shopping Mall > Bookstore,14514 > 3202 > 4924,belanja,kuliner > belanja
2013_1051713,44193,train,2,kuliner > kuliner,Indonesian Restaurant > Asian Restaurant,22460 > 7022,kuliner,kuliner
2013_1052,21,train,20,belanja > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > hiburan > kuliner > kuliner > belanja > hiburan > penginapan,Shopping Mall > Seafood Restaurant > Ice Cream Shop > Steakhouse > Café > Café > Coffee Shop > Bakery > Food Truck > Bakery > Restaurant > Bakery > Steakhouse > Food Court > Comedy Club > Café > Seafood Restaurant > Shopping Mall > Bar > Hotel Bar,366 > 5320 > 236 > 1098 > 4282 > 3207 > 719 > 905 > 2899 > 905 > 10649 > 905 > 3738 > 9674 > 11422 > 15654 > 4299 > 11 > 2327 > 3752,penginapan,belanja > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > kuliner > hiburan > kuliner > kuliner > belanja > hiburan
2013_1052810,44246,train,2,belanja > belanja,Shopping Mall > Shopping Mall,258 > 4910,belanja,belanja
2013_1052812,44246,test,2,belanja > kuliner,Department Store > Food Court,932 > 7163,kuliner,belanja
2013_1052813,44246,train,2,belanja > kuliner,Department Store > Japanese Restaurant,932 > 1684,kuliner,belanja
2013_1052819,44246,train,2,kuliner > religi,Asian Restaurant > Church,23329 > 7200,religi,kuliner
2013_1052822,44246,train,2,penginapan > religi,Hotel > Church,4544 > 7200,religi,penginapan
2013_1052905,44253,train,4,belanja > belanja > kuliner > kuliner,Shopping Mall > Shopping Mall > Japanese Restaurant > Burger Joint,3 > 1 > 9966 > 15162,kuliner,belanja > belanja > kuliner
2013_1052906,44253,test,2,kuliner > kuliner,Coffee Shop > Steakhouse,289 > 1040,kuliner,kuliner
2013_1052907,44253,train,2,belanja > kuliner,Shopping Mall > Asian Restaurant,6 > 1218,kuliner,belanja
2013_1052908,44253,train,3,religi > belanja > hiburan,Church > Shopping Mall > Multiplex,3174 > 6 > 2120,hiburan,religi > belanja
2013_1052909,44253,train,2,kuliner > kuliner,Fried Chicken Joint > Bakery,608 > 466,kuliner,kuliner
2013_1052910,44253,train,4,religi > belanja > belanja > kuliner,Church > Shopping Mall > Shopping Mall > Eastern European Restaurant,3174 > 1 > 6 > 12930,kuliner,religi > belanja > belanja
2013_1052912,44253,train,2,kuliner > kuliner,Café > Asian Restaurant,98 > 1051,kuliner,kuliner
2013_1052913,44253,test,2,kuliner > kuliner,Café > Bakery,98 > 466,kuliner,kuliner
2013_1052915,44253,validation,4,belanja > belanja > kuliner > religi,Gift Shop > Shopping Mall > Food Truck > Church,300 > 3202 > 11176 > 3174,religi,belanja > belanja > kuliner
2013_1052916,44253,train,2,belanja > kuliner,Shopping Mall > Donut Shop,6 > 1995,kuliner,belanja
2013_1052918,44253,train,3,belanja > kuliner > kuliner,Shopping Mall > Fast Food Restaurant > Asian Restaurant,6 > 20206 > 1218,kuliner,belanja > kuliner
2013_1052919,44253,train,2,kuliner > belanja,Ramen Restaurant > Department Store,954 > 150,belanja,kuliner
2013_1052920,44253,train,6,kuliner > belanja > kuliner > belanja > belanja > kuliner,Bakery > Department Store > Fried Chicken Joint > Shopping Mall > Bookstore > Burger Joint,929 > 9842 > 1246 > 6 > 473 > 1171,kuliner,kuliner > belanja > kuliner > belanja > belanja
2013_1052921,44253,train,2,belanja > kuliner,Shopping Mall > Asian Restaurant,3202 > 13800,kuliner,belanja
2013_1052923,44253,train,4,kuliner > belanja > belanja > religi,Japanese Restaurant > Shopping Mall > Shopping Mall > Church,11887 > 11 > 3202 > 3174,religi,kuliner > belanja > belanja
2013_1052926,44253,train,2,belanja > kuliner,Shopping Mall > Donut Shop,6 > 1995,kuliner,belanja
2013_1052931,44253,validation,2,kuliner > kuliner,Pizza Place > Fried Chicken Joint,1733 > 608,kuliner,kuliner
2013_1052932,44253,train,2,belanja > kuliner,Shopping Mall > Restaurant,11 > 1163,kuliner,belanja
2013_1052935,44253,train,4,belanja > belanja > belanja > kuliner,Shopping Mall > Shopping Mall > Shopping Mall > Pizza Place,11 > 3202 > 6 > 800,kuliner,belanja > belanja > belanja
2013_1052937,44253,train,5,kuliner > hiburan > belanja > kuliner > kuliner,Bakery > Multiplex > Department Store > Asian Restaurant > Chinese Restaurant,351 > 2120 > 4159 > 1218 > 11214,kuliner,kuliner > hiburan > belanja > kuliner
2013_1052938,44253,train,5,belanja > belanja > belanja > belanja > kuliner,Shopping Mall > Shopping Mall > Shopping Mall > Clothing Store > Fried Chicken Joint,23 > 3202 > 11 > 939 > 608,kuliner,belanja > belanja > belanja > belanja
2013_1052941,44253,train,5,belanja > hiburan > belanja > kuliner > hiburan,Shopping Mall > Multiplex > Bookstore > Fast Food Restaurant > Multiplex,6 > 2120 > 473 > 20206 > 2120,hiburan,belanja > hiburan > belanja > kuliner
2013_1052942,44253,test,3,religi > kuliner > belanja,Church > Café > Shopping Mall,3174 > 24749 > 11,belanja,religi > kuliner
2013_1052945,44253,train,2,belanja > kuliner,Shopping Mall > Indonesian Restaurant,6 > 514,kuliner,belanja
2013_1052946,44253,validation,2,kuliner > belanja,Indonesian Restaurant > Shopping Mall,11447 > 6,belanja,kuliner
2013_1052947,44253,train,2,religi > kuliner,Church > Snack Place,3174 > 2277,kuliner,religi
2013_1052948,44253,train,2,kuliner > kuliner,Tea Room > Indonesian Restaurant,24479 > 11736,kuliner,kuliner
2013_1052949,44253,train,2,kuliner > kuliner,Japanese Restaurant > Juice Bar,257 > 10497,kuliner,kuliner
2013_1052951,44253,train,3,belanja > kuliner > belanja,Shopping Mall > Sushi Restaurant > Clothing Store,11 > 15281 > 774,belanja,belanja > kuliner
2013_1052954,44253,train,4,kuliner > kuliner > belanja > kuliner,Italian Restaurant > Steakhouse > Shopping Mall > Indonesian Restaurant,42 > 23653 > 3202 > 12251,kuliner,kuliner > kuliner > belanja
2013_1052957,44253,train,2,belanja > belanja,Shopping Mall > Bookstore,11 > 6716,belanja,belanja
2013_1052958,44253,train,2,kuliner > kuliner,Food > Fried Chicken Joint,12398 > 608,kuliner,kuliner
2013_1052959,44253,train,2,belanja > kuliner,Shopping Mall > Food Court,1 > 8705,kuliner,belanja
2013_1052967,44253,train,2,belanja > kuliner,Shopping Mall > Donut Shop,6 > 1995,kuliner,belanja
2013_1052968,44253,train,2,belanja > kuliner,Shopping Mall > Tea Room,11 > 24479,kuliner,belanja
2013_1052969,44253,test,2,kuliner > kuliner,Asian Restaurant > Snack Place,2455 > 25809,kuliner,kuliner
2013_1052972,44253,train,2,kuliner > belanja,Indonesian Restaurant > Shopping Mall,890 > 1,belanja,kuliner
2013_1052973,44253,test,4,kuliner > belanja > belanja > religi,Café > Shopping Mall > Department Store > Church,15233 > 3202 > 20101 > 3174,religi,kuliner > belanja > belanja
2013_1052976,44253,train,2,kuliner > religi,Fast Food Restaurant > Church,1550 > 3174,religi,kuliner
2013_1052977,44253,train,5,belanja > kuliner > belanja > penginapan > kuliner,Shopping Mall > Food Court > Department Store > Hotel > Bakery,258 > 7163 > 10966 > 11813 > 23537,kuliner,belanja > kuliner > belanja > penginapan
2013_1052978,44253,test,2,kuliner > belanja,Bakery > Department Store,4322 > 22556,belanja,kuliner
2013_1052979,44253,train,2,hiburan > kuliner,Multiplex > Tea Room,2120 > 25481,kuliner,hiburan
2013_1052980,44253,train,5,alam_santai > alam_santai > kuliner > belanja > kuliner,Zoo > Trail > Indonesian Restaurant > Shopping Mall > Donut Shop,380 > 28187 > 24976 > 6 > 1995,kuliner,alam_santai > alam_santai > kuliner > belanja
2013_1052981,44253,train,2,belanja > kuliner,Shopping Mall > Tea Room,11 > 24479,kuliner,belanja
2013_1052982,44253,train,3,belanja > belanja > kuliner,Shopping Mall > Department Store > Tea Room,6 > 370 > 25481,kuliner,belanja > belanja
2013_1052984,44253,validation,2,kuliner > belanja,Donut Shop > Shopping Mall,4984 > 258,belanja,kuliner
2013_1052985,44253,validation,2,belanja > kuliner,Shopping Mall > Pizza Place,6 > 800,kuliner,belanja
2013_1059,21,validation,2,hiburan > kuliner,Bar > Burger Joint,2327 > 353,kuliner,hiburan
2013_1059501,44546,test,2,belanja > kuliner,Shopping Mall > Fast Food Restaurant,13 > 9387,kuliner,belanja
2013_1059502,44546,train,2,belanja > kuliner,Shopping Mall > Restaurant,1 > 344,kuliner,belanja
2013_1059514,44546,train,2,penginapan > kuliner,Hotel > Coffee Shop,7644 > 6482,kuliner,penginapan
2013_1059515,44546,train,2,kuliner > kuliner,Pizza Place > Food Court,6734 > 444,kuliner,kuliner
2013_1059581,44546,train,2,kuliner > kuliner,Burger Joint > Café,353 > 9846,kuliner,kuliner
2013_1061450,44657,validation,2,budaya_edukasi > kuliner,Museum > Café,2813 > 38,kuliner,budaya_edukasi
2013_1061451,44657,test,2,budaya_edukasi > kuliner,Museum > Juice Bar,2813 > 8961,kuliner,budaya_edukasi
2013_1061456,44657,train,2,kuliner > hiburan,Indonesian Restaurant > Karaoke Bar,17193 > 270,hiburan,kuliner
2013_1061466,44657,train,2,budaya_edukasi > kuliner,Museum > Café,2813 > 936,kuliner,budaya_edukasi
2013_1062456,44704,train,6,kuliner > belanja > hiburan > belanja > kuliner > kuliner,Sushi Restaurant > Shopping Mall > Bowling Alley > Gift Shop > Bakery > Sushi Restaurant,159 > 3202 > 3585 > 300 > 112 > 394,kuliner,kuliner > belanja > hiburan > belanja > kuliner
2013_1062459,44704,train,5,belanja > kuliner > belanja > alam_santai > penginapan,Department Store > Coffee Shop > Shopping Mall > Theme Park > Hotel,932 > 287 > 6 > 5875 > 14736,penginapan,belanja > kuliner > belanja > alam_santai
2013_1062471,44704,train,2,kuliner > kuliner,Food Court > Indonesian Restaurant,11097 > 6571,kuliner,kuliner
2013_1062473,44704,train,2,belanja > kuliner,Shopping Mall > Seafood Restaurant,23 > 10952,kuliner,belanja
2013_1062915,44724,validation,2,hiburan > kuliner,Multiplex > Japanese Restaurant,297 > 319,kuliner,hiburan
2013_1062916,44724,train,2,belanja > penginapan,Department Store > Hotel,8772 > 15819,penginapan,belanja
2013_1062918,44724,train,2,kuliner > kuliner,Café > Steakhouse,13297 > 15152,kuliner,kuliner
2013_1062919,44724,test,2,kuliner > kuliner,Restaurant > Pizza Place,2658 > 2004,kuliner,kuliner
2013_1062920,44724,train,2,kuliner > kuliner,Café > Café,9045 > 2168,kuliner,kuliner
2013_1062921,44724,validation,2,kuliner > kuliner,Bakery > Food Court,11402 > 994,kuliner,kuliner
2013_1062924,44724,train,3,kuliner > hiburan > kuliner,Food Court > Karaoke Bar > Korean Restaurant,59 > 118 > 19435,kuliner,kuliner > hiburan
2013_1062925,44724,test,2,hiburan > kuliner,Multiplex > Pizza Place,18 > 15537,kuliner,hiburan
2013_1062927,44724,train,2,kuliner > kuliner,Food Truck > Sushi Restaurant,19331 > 10589,kuliner,kuliner
2013_1063717,44765,train,2,kuliner > alam_santai,Japanese Restaurant > Theme Park,9981 > 5875,alam_santai,kuliner
2013_1063990,44778,train,2,belanja > belanja,Department Store > Shopping Mall,6214 > 3202,belanja,belanja
2013_1063992,44778,train,2,religi > kuliner,Church > Burger Joint,69 > 353,kuliner,religi
2013_1063993,44778,train,2,belanja > kuliner,Shopping Mall > Fried Chicken Joint,258 > 2,kuliner,belanja
2013_1063994,44778,train,2,religi > kuliner,Church > Steakhouse,2357 > 1556,kuliner,religi
2013_1063995,44778,test,2,alam_santai > hiburan,Zoo > Multiplex,380 > 297,hiburan,alam_santai
2013_1064001,44778,validation,3,hiburan > kuliner > kuliner,Arcade > Fast Food Restaurant > Ice Cream Shop,6024 > 4104 > 236,kuliner,hiburan > kuliner
2013_1064003,44778,train,2,religi > belanja,Church > Market,2357 > 3655,belanja,religi
2013_1064005,44778,train,3,religi > kuliner > penginapan,Church > Café > Hotel,2357 > 426 > 223,penginapan,religi > kuliner
2013_1066132,44895,train,3,religi > kuliner > kuliner,Church > Restaurant > Ramen Restaurant,69 > 5959 > 727,kuliner,religi > kuliner
2013_1066134,44895,train,2,religi > kuliner,Church > Ramen Restaurant,69 > 1463,kuliner,religi
2013_1066135,44895,test,3,religi > kuliner > kuliner,Church > Seafood Restaurant > Food Truck,69 > 7845 > 16906,kuliner,religi > kuliner
